option_id,question_id,option_text_bm,option_text_en,is_correct,order
572,156,Mengeringkan anggota wudhu dengan kain,Drying the wudhu parts with a cloth,0,NULL
573,156,Teruskan dengan aktiviti lain tanpa membaca doa,Continue with other activities without reciting the supplication,0,NULL
574,156,Berjalan tanpa menyentuh apa-apa supaya wudhu kekal lama,Walk without touching anything to keep wudhu longer,0,NULL
575,157,Membersihkan diri secara fizikal dan rohani sebelum ibadah,Purifying oneself physically and spiritually before worship,1,NULL
576,157,Menyegarkan badan sebelum bekerja,Refreshing the body before working,0,NULL
577,157,Supaya sentiasa dalam keadaan basah untuk menghindari panas,Keeping oneself wet to avoid hea,0,NULL
578,157,Hanya untuk menunjukkan kebersihan kepada orang lain,Only to show cleanliness to others,0,NULL
579,158,Mengulangi basuhan pada bahagian yang tidak terkena air,Repeat washing the dry part,1,NULL
580,158,Membatalkan wudhu dan mengambil semula dari awal,Cancel the wudhu and restart from the beginning,0,NULL
581,158,"Tidak mengapa, asalkan anggota lain sudah dibasuh",Its okay as long as other parts are washed,0,NULL
582,158,Teruskan solat tanpa perlu membasuh semula,Proceed to pray without rewashing,0,NULL
583,159,"Ya, sunat dilakukan selepas menyapu kepala","Yes, it is sunnah after wiping the head",1,NULL
584,159,"Tidak, ia tidak termasuk dalam wudhu","No, it is not part of wudhu",0,NULL
585,159,"Ya, tetapi hanya bahagian luar telinga","Yes, but only the outer part of the ears",0,NULL
586,159,Tidak perlu dilakukan kecuali dalam keadaan tertentu,Not necessary unless in certain situations,0,NULL
587,160,Tidur yang tidak tetap kedudukan punggung,Sleeping while not firmly seated,1,NULL
588,160,Berjalan dalam keadaan basah selepas wudhu,Walking while wet after wudhu,0,NULL
589,160,Tertinggal doa selepas wudhu,Forgetting the supplication after wudhu,0,NULL
590,160,Memegang sesuatu dengan tangan basah selepas wudhu,Holding something with wet hands after wudhu,0,NULL
591,161,Kekal dalam keadaan wudhu selagi tiada kepastian batal,Assume wudhu is still valid unless certain it is broken,1,NULL
592,161,Teruskan solat tanpa ragu-ragu,Continue praying without doubting,0,NULL
593,161,Mengambil wudhu semula walaupun tidak pasti,Redo wudhu even if unsure,0,NULL
594,161,Bertanya kepada orang lain sama ada wudhunya batal atau tidak,Ask someone else if their wudhu is invalid,0,NULL
595,162,Makruh tetapi tidak membatalkan wudhu,Discouraged (makruh) but does not invalidate wudhu,1,NULL
596,162,Haram dan membatalkan wudhu,Forbidden and invalidates wudhu,0,NULL
597,162,Wajib jika bercakap dengan niat baik,Obligatory if speaking with good intention,0,NULL
598,162,Sunat untuk membaca zikir sambil bercakap,Recommended to recite dhikr while talking,0,NULL
599,163,Mengelakkan pembaziran dan mengikut sunnah Nabi SAW,Avoiding waste and following the Sunnah of the Prophet ?,1,NULL
600,163,Supaya tidak perlu mengambil wudhu terlalu lama,So that wudhu does not take too long,0,NULL
601,163,Tidak menyebabkan pakaian menjadi basah,To avoid getting clothes wet,0,NULL
602,163,Tidak perlu mengulangi wudhu jika air habis,No need to repeat wudhu if water runs out,0,NULL
603,164,أَشْهَدُ أَنْ لَا إِلٰهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، وَأَشْهَدُ أَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ,أَشْهَدُ أَنْ لَا إِلٰهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، وَأَشْهَدُ أَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ,1,NULL
604,164,اللَّهُمَّ اجْعَلْنِي مِنَ الْمُتَطَهِّرِينَ,اللَّهُمَّ اجْعَلْنِي مِنَ الْمُتَطَهِّرِينَ,0,NULL
605,164,رَبِّ زِدْنِي عِلْمًا,رَبِّ زِدْنِي عِلْمًا,0,NULL
606,164,بِسْمِ اللَّهِ الرَّحْمٰنِ الرَّحِيمِ,بِسْمِ اللَّهِ الرَّحْمٰنِ الرَّحِيمِ,0,NULL
607,165,Niat wudhu,Intention for wudhu,1,1
608,165,Membasuh muka,Washing the face,1,2
609,165,Membasuh kedua tangan hingga ke siku,Washing both hands up to the elbows,1,3
610,165,Menyapu sebahagian kepala,Wiping part of the head,1,4
611,165,Membasuh kedua kaki hingga ke buku lali,Washing both feet up to the ankles,1,5
612,165,Tertib,Following the correct order without skipping any step,1,6
613,166,Wajib dalam keadaan tertentu,Obligatory in certain conditions,1,NULL
614,166,Sunat setiap hari,Recommended daily,0,NULL
615,166,Harus bila mahu sahaja,Permissible anytime,0,NULL
616,166,Makruh sebelum tidur,Discouraged before sleeping,0,NULL
617,167,Haid dan nifas bagi wanita,Menstruation and postnatal bleeding for women,1,NULL
618,167,Berpeluh selepas bersenam,Sweating after exercise,0,NULL
619,167,Tidur yang lama,Sleeping for a long time,0,NULL
620,167,Makan makanan berbau kuat,Eating strong-smelling food,0,NULL
621,168,نَوَيْتُ الْغُسْلَ لِرَفْعِ الْحَدَثِ الْأَكْبَرِ لِلَّهِ تَعَالَى,نَوَيْتُ الْغُسْلَ لِرَفْعِ الْحَدَثِ الْأَكْبَرِ لِلَّهِ تَعَالَى,1,NULL
622,168,اللَّهُمَّ اجْعَلْنِي مِنَ الْمُتَطَهِّرِينَ,اللَّهُمَّ اجْعَلْنِي مِنَ الْمُتَطَهِّرِينَ,0,NULL
623,168,أَسْتَغْفِرُ اللَّهَ الْعَظِيمَ,أَسْتَغْفِرُ اللَّهَ الْعَظِيمَ,0,NULL
624,168,بِسْمِ اللَّهِ الرَّحْمٰنِ الرَّحِيمِ,بِسْمِ اللَّهِ الرَّحْمٰنِ الرَّحِيمِ,0,NULL
625,169,Seluruh tubuh tanpa terkecuali,The entire body without exception,1,NULL
626,169,Hanya bahagian hadapan badan,Only the front part of the body,0,NULL
627,169,Hanya rambut dan wajah,Only the hair and face,0,NULL
628,169,"Hanya tangan, kaki, dan muka","Only the hands, feet, and face",0,NULL
629,170,Secepat mungkin selepas darah berhenti,As soon as the bleeding stops,1,NULL
630,170,Sebelum tidur pada hari terakhir haid,Before sleeping on the last day of menstruation,0,NULL
631,170,Selepas waktu Subuh keesokan harinya,After Fajr the next morning,0,NULL
632,170,"Tidak ada waktu tertentu, boleh bila-bila masa","No specific time, can be anytime",0,NULL
633,171,Berwudhu sebelum mandi,Performing wudhu before ghusl,1,NULL
634,171,Menggunakan sabun wangi,Using scented soap,0,NULL
635,171,Makan sebelum mandi,Eating before bathing,0,NULL
636,171,Memotong kuku sebelum mandi,Cutting nails before bathing,0,NULL
637,172,"Tidak wajib, cukup sekadar air mutlak","Not obligatory, pure water is sufficient",1,NULL
638,172,"Ya, wajib bagi memastikan badan bersih","Yes, obligatory to ensure cleanliness",0,NULL
639,172,Wajib jika badan berbau atau kotor,Obligatory if the body smells or is dirty,0,NULL
640,172,Sunat tetapi tidak diwajibkan,Recommended but not required,0,NULL
641,173,Solat tidak sah dan berdosa,The prayer is invalid and it is sinful,1,NULL
642,173,Solat tetap sah kerana niat sudah baik,The prayer is still valid because of good intention,0,NULL
643,173,Dimaafkan jika tidak sengaja terlupa,Forgiven if done unintentionally,0,NULL
644,173,Tidak mengapa jika hanya satu kali sahaja,Not a problem if it happens only once,0,NULL
645,174,Membersihkan diri secara fizikal dan spiritual,Purifies the body physically and spiritually,1,NULL
646,174,Hanya untuk menjaga kebersihan,Only for maintaining cleanliness,0,NULL
647,174,Supaya wangi sebelum solat,To smell good before prayer,0,NULL
648,174,Sekadar adat yang boleh diabaikan,Just a cultural practice that can be ignored,0,NULL
649,175,Mengulangi mandi wajib semula,Repeat the ghusl entirely,1,NULL
650,175,Hanya membasuh rambut yang tertinggal,Only wash the unwashed hair,0,NULL
651,175,"Tidak mengapa, mandi wajib masih sah","No problem, ghusl is still valid",0,NULL
652,175,Mengambil wudhu sahaja sudah mencukupi,Performing wudhu alone is sufficient,0,NULL
653,176,BETUL,TRUE,1,NULL
654,176,SALAH,FALSE,0,NULL
655,177,BETUL,TRUE,1,NULL
656,177,SALAH,FALSE,0,NULL
657,178,BETUL,TRUE,0,NULL
658,178,SALAH,FALSE,1,NULL
659,179,BETUL,TRUE,0,NULL
660,179,SALAH,FALSE,1,NULL
661,180,Berniat untuk mandi wajib,Making an intention for ghusl,1,1
662,180,Menghilangkan najis yang ada di badan,Removing any impurities from the body,1,2
663,180,Meratakan air ke seluruh tubuh tanpa tertinggal bahagian,Ensuring water reaches the entire body without missing any part,1,3
664,181,Surah Al-Fatihah,Surah Al-Fatihah,1,NULL
665,181,Surah Al-Ikhlas,Surah Al-Ikhlas,0,NULL
666,181,Tasyahhud awal,Tasyahhud awal,0,NULL
667,181,Doa qunut,Doa qunut,0,NULL
668,182,"Tidak, niat dilakukan dalam hati","No, the intention is made in the heart",1,NULL
669,182,"Ya, niat mesti dibaca dengan suara kuat","Yes, the intention must be recited loudly",0,NULL
670,182,"Ya, tetapi hanya bagi solat berjemaah","Yes, but only for congregational prayers",0,NULL
671,182,Tidak perlu niat dalam solat,No intention is needed for prayer,0,NULL
672,183,Berbicara dengan sengaja,Speaking deliberately,1,NULL
673,183,Menggerakkan jari,Moving the fingers,0,NULL
674,183,Bernafas dengan kuat,Breathing heavily,0,NULL
675,183,Bersin ketika solat,Sneezing during prayer,0,NULL
676,184,17 rakaat,17 rakahs,1,NULL
677,184,15 rakaat,15 rakahs,0,NULL
678,184,12 rakaat,12 rakahs,0,NULL
679,184,20 rakaat,20 rakahs,0,NULL
680,185,Sunat Muakkad,Highly recommended sunnah,1,NULL
681,185,Wajib dalam semua keadaan,Obligatory in all situations,0,NULL
682,185,Makruh jika dilakukan setiap hari,Discouraged if done daily,0,NULL
683,185,Tidak perlu dilakukan jika sibuk,Not necessary if busy,0,NULL
684,186,Bangun dan menambah rakaat selepas imam memberi salam,Stand up and complete the missed rakah after the imam finishes,1,NULL
685,186,Ikut imam tanpa perlu menggantikan rakaat yang tertinggal,Follow the imam without making up the missed rakah,0,NULL
686,186,Mengulang seluruh solat dari awal,Repeat the entire prayer from the beginning,0,NULL
687,186,Duduk sahaja dan tidak perlu solat,Sit down and skip the prayer,0,NULL
688,187,Doa qunut,Qunut supplication,1,NULL
689,187,Surah Al-Fatihah,Surah Al-Fatihah,0,NULL
690,187,Surah Al-Ikhlas,Surah Al-Ikhlas,0,NULL
691,187,Doa iftitah,Opening supplication,0,NULL
692,188,Berdosa besar dan wajib bertaubat,Major sin and requires repentance,1,NULL
693,188,Tidak mengapa jika dilakukan sekali sahaja,No issue if done only once,0,NULL
694,188,Boleh digantikan dengan puasa,Can be compensated by fasting,0,NULL
695,188,Hanya makruh dan tidak berdosa,Only discouraged and not sinful,0,NULL
696,189,Menjadi cara berkomunikasi dengan Allah,A means of communicating with Allah,1,NULL
697,189,Supaya tidak duduk terlalu lama,To avoid sitting too long,0,NULL
698,189,Untuk bersenam setiap hari,To exercise daily,0,NULL
699,189,Hanya sebagai adat dalam masyarakat,Just a cultural practice,0,NULL
700,190,BETUL,TRUE,1,NULL
701,190,SALAH,FALSE,0,NULL
702,191,BETUL,TRUE,0,NULL
703,191,SALAH,FALSE,1,NULL
704,192,BETUL,TRUE,1,NULL
705,192,SALAH,FALSE,0,NULL
706,193,BETUL,TRUE,0,NULL
707,193,SALAH,FALSE,1,NULL
708,194,BETUL,TRUE,1,NULL
709,194,SALAH,FALSE,0,NULL
710,195,Niat solat,Intention for prayer,1,1
711,195,Takbiratul ihram,Saying "Allahu Akbar" at the start of prayer,1,2
712,195,Berdiri tegak (jika mampu),Standing upright if able,1,3
713,195,Membaca Surah Al-Fatihah,Reciting Surah Al-Fatihah,1,4
714,195,Rukuk dan membaca tasbih,Bowing and reciting tasbih,1,5
715,195,I'tidal (berdiri selepas rukuk),Standing up straight after bowing,1,6
716,195,Sujud kedua,Performing the second prostration,1,7
717,195,Duduk antara dua sujud,Sitting between two prostrations,1,8
718,195,Duduk Tasyahhud akhir,Sitting the final tashahhud,1,9
719,195,Baca Tasyahhud akhir,Reciting the final tashahhud,1,10
720,195,Baca selawat ke atas Nabi SAW,sending salutations upon the Prophet ?,1,11
721,195,Memberi salam,Giving the final salutation to end the prayer),1,12
722,195,Tertib,Following the correct order without skipping any step,1,13
723,196,Solat Hajat,Hajat Prayer,1,NULL
724,196,Solat Tahajjud,Tahajjud Prayer,0,NULL
725,196,Solat Witir,Witir Prayer,0,NULL
726,196,Solat Qada,Makeup Prayer,0,NULL
727,197,Qada sebaik sahaja bangun,Make it up as soon as they wake up,1,NULL
728,197,Boleh digantikan dengan solat sunat sahaja,Can be replaced with a voluntary prayer,0,NULL
729,197,Hanya perlu beristighfar tanpa qada,Only need to seek forgiveness without making it up,0,NULL
730,197,Tidak wajib qada jika tidur lebih daripada 8 jam,Not obligatory to make it up if they slept for more than 8 hours,0,NULL
731,198,Selepas solat Subuh hingga matahari terbit & selepas Asar hingga Maghrib,After Fajr until sunrise & after Asr until Maghrib,1,NULL
732,198,Sepanjang malam selepas solat Isyak,Throughout the night after Isha,0,NULL
733,198,Antara Maghrib dan Isyak,Between Maghrib and Isha,0,NULL
734,198,Selepas solat fardu dan sebelum solat sunat Witir,After obligatory prayer and before Witir prayer,0,NULL
735,199,Solat Tarawih,Tarawih Prayer,1,NULL
736,199,Solat Witir,Witir Prayer,0,NULL
737,199,Solat Dhuha,Dhuha Prayer,0,NULL
738,199,Solat Istikharah,Istikharah Prayer,0,NULL
739,200,Doa lebih mudah dikabulkan oleh Allah,Supplications are more likely to be accepted by Allah,1,NULL
740,200,Menggantikan solat Isyak jika tertinggal,Can replace Isha prayer if missed,0,NULL
741,200,Hanya disunatkan di bulan Ramadan,Only recommended in Ramadan,0,NULL
742,200,Wajib dilakukan setiap malam bagi Muslim,Mandatory for every Muslim,0,NULL
743,201,Selepas matahari naik hingga sebelum waktu Zuhur,After sunrise until before Dhuhr,1,NULL
744,201,Sebelum waktu Subuh,Before Fajr,0,NULL
745,201,Selepas Maghrib hingga Isyak,After Maghrib until Isha,0,NULL
746,201,Tengah malam selepas Tahajjud,Midnight after Tahajjud,0,NULL
747,202,2 rakaat,2 rakaat,1,NULL
748,202,4 rakaat,4 rakaat,0,NULL
749,202,6 rakaat,6 rakaat,0,NULL
750,202,8 rakaat,8 rakaat,0,NULL
751,203,Solat Istikharah,Istikharah Prayer,1,NULL
752,203,Solat Dhuha,Dhuha Prayer,0,NULL
753,203,Solat Tarawih,Tarawih Prayer,0,NULL
754,203,Solat Witir,Witir Prayer,0,NULL
755,204,Solat dalam keadaan duduk atau berbaring mengikut kemampuan,Pray while sitting or lying down according to their ability,1,NULL
756,204,Tidak perlu solat sehingga sembuh,Do not need to pray until they recover,0,NULL
757,204,Menggantikan solat dengan membaca Al-Quran,Replace prayer by reciting the Quran,0,NULL
758,204,Hanya wajib qada selepas sembuh,Only required to make up the prayer after recovery,0,NULL
759,205,Solat fardu yang tertinggal,Missed obligatory prayers,1,NULL
760,205,Solat sunat Tahajjud,Tahajjud Prayer,0,NULL
761,205,Solat sunat Istikharah,Istikharah Prayer,0,NULL
762,205,Solat Tarawih,Tarawih Prayer,0,NULL
763,206,BETUL,TRUE,1,NULL
764,206,SALAH,FALSE,0,NULL
765,207,BETUL,TRUE,0,NULL
766,207,SALAH,FALSE,1,NULL
767,208,BETUL,TRUE,0,NULL
768,208,SALAH,FALSE,1,NULL
769,209,BETUL,TRUE,0,NULL
770,209,SALAH,FALSE,1,NULL
771,210,BETUL,TRUE,1,NULL
772,210,SALAH,FALSE,0,NULL
773,211,"Islam, baligh, berakal, mampu berpuasa","Being Muslim, mature, sane, and physically able to fast",1,NULL
774,211,Wajib bagi semua manusia termasuk bukan Islam,"Obligatory for all people, including non-Muslims",0,NULL
775,211,Hanya bagi orang yang sudah berkahwin,Only for married people,0,NULL
776,211,Tidak perlu jika tinggal di negara yang siangnya panjang,Not required for those living in countries with long daylight,0,NULL
777,212,Makan dan minum dengan sengaja,Eating and drinking intentionally,1,NULL
778,212,Tidur pada waktu siang,Sleeping during the day,0,NULL
779,212,Bersetubuh selepas berbuka,Having intercourse after breaking fast,0,NULL
780,212,Mandi pada waktu siang,Taking a shower during the day,0,NULL
781,213,Puasa masih sah dan diteruskan,The fast remains valid and continues,1,NULL
782,213,Puasa batal dan perlu qada,The fast is invalid and must be made up,0,NULL
783,213,Perlu membayar fidyah,Must pay fidyah,0,NULL
784,213,Wajib membatalkan puasa segera,Must break the fast immediately,0,NULL
785,214,Mendapat keberkatan dalam puasa,Brings blessings in fasting,1,NULL
786,214,Meningkatkan tenaga sepanjang hari,Increases energy throughout the day,0,NULL
787,214,Mengurangkan rasa lapar dan dahaga,Reduces hunger and thirst,0,NULL
788,214,Semua di atas,All of the above,0,NULL
789,215,Tidak berpuasa dan menggantikannya selepas Ramadan,Not fast and make it up after Ramadan,1,NULL
790,215,Wajib berpuasa walaupun sakit,Must fast even when sick,0,NULL
791,215,Tidak perlu berpuasa dan tidak perlu menggantikannya,No need to fast and no need to make it up,0,NULL
792,215,Membayar zakat fitrah sebagai ganti,Pay zakat fitrah as compensation,0,NULL
793,216,Lailatul Qadar,Laylatul Qadr,1,NULL
794,216,Malam Nisfu Syaaban,Nisfu Sha'ban night,0,NULL
795,216,Malam Jumaat,Friday night,0,NULL
796,216,Malam Isra Mikraj,Night of Isra and Miraj,0,NULL
797,217,"Memperbanyakkan bacaan Al-Quran, zikir, dan doa","Increasing recitation of the Quran, remembrance of Allah, and supplications",1,NULL
798,217,Tidur sepanjang hari untuk mengurangkan lapar,Sleeping all day to reduce hunger,0,NULL
799,217,Berbuka dengan makanan berat terlebih dahulu,Breaking fast with heavy meals first,0,NULL
800,217,Mengurangkan ibadah kerana berpuasa sudah mencukupi,Reducing worship because fasting is already sufficient,0,NULL
801,218,Membayar fidyah,Paying fidyah,1,NULL
802,218,Mengqada puasa selepas Ramadan,Making up the fast after Ramadan,0,NULL
803,218,Membayar zakat fitrah,Paying zakat fitrah,0,NULL
804,218,Tidak perlu melakukan apa-apa,No need to do anything,0,NULL
805,219,Diampunkan dosa-dosa yang lalu,Past sins are forgiven,1,NULL
806,219,Boleh makan banyak selepas berbuka,Can eat a lot after breaking fast,0,NULL
807,219,Menggantikan solat yang tertinggal,Can replace missed prayers,0,NULL
808,219,Tidak perlu bersahur jika niat sudah dibuat malam sebelumnya,No need for suhoor if the intention was made the night before,0,NULL
809,220,BETUL,TRUE,1,NULL
810,220,SALAH,FALSE,0,NULL
811,221,BETUL,TRUE,1,NULL
812,221,SALAH,FALSE,0,NULL
813,222,BETUL,TRUE,0,NULL
814,222,SALAH,FALSE,1,NULL
815,223,BETUL,TRUE,1,NULL
816,223,SALAH,FALSE,0,NULL
817,224,BETUL,TRUE,1,NULL
818,224,SALAH,FALSE,0,NULL
819,225,BETUL,TRUE,0,NULL
820,225,SALAH,FALSE,1,NULL
